point_id,gas,temperature_K,pressure_MPa,pressure_basis,salt,salt_molality,salt_composition,m_Na,m_Cl,m_K,m_Ca,m_Mg,m_SO4,source_id,reference,method,flags,boundary_type,value_as_printed,unit_as_printed
C2H6_maekawa2001_c2c4_020,C2H6,285.2,8.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_021,C2H6,285.5,8.4,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_022,C2H6,285.5,8.9,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_023,C2H6,285.9,9.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_024,C2H6,277.4,2.7,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_025,C2H6,279.3,3.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_026,C2H6,280.1,3.5,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_027,C2H6,281.9,4.3,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_028,C2H6,282.7,4.7,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_029,C2H6,283.6,5.3,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_030,C2H6,284.8,6.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_031,C2H6,286.0,7.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_032,C2H6,286.7,7.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_033,C2H6,287.4,8.4,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_034,C2H6,287.9,9.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_035,C2H6,288.5,9.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_036,C2H6,289.3,10.9,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_037,C2H6,289.4,11.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_038,C2H6,275.6,1.7,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_039,C2H6,275.6,1.7,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_040,C2H6,277.9,2.3,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,replicate,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_041,C2H6,277.9,2.3,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,replicate,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_042,C2H6,280.0,2.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_043,C2H6,281.8,3.5,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_044,C2H6,282.3,3.6,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_045,C2H6,284.0,4.5,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_046,C2H6,285.5,5.3,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_047,C2H6,286.7,6.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_048,C2H6,287.5,6.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_049,C2H6,287.6,6.9,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_050,C2H6,288.4,7.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_051,C2H6,289.3,8.7,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_052,C2H6,289.6,9.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_053,C2H6,277.4,3.8,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_054,C2H6,278.8,4.3,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_055,C2H6,280.1,5.0,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_056,C2H6,280.9,5.5,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_057,C2H6,281.7,6.0,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_058,C2H6,282.6,6.7,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_059,C2H6,283.1,7.0,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_060,C2H6,283.7,7.6,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 97.9% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_061,C2H6,280.2,4.0,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_062,C2H6,281.1,4.5,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_063,C2H6,282.5,5.3,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_064,C2H6,283.7,6.1,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_065,C2H6,284.7,6.9,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_066,C2H6,285.9,8.0,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_067,C2H6,286.7,8.9,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_068,C2H6,287.3,9.5,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 95.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_069,C2H6,281.4,3.7,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_070,C2H6,283.1,4.5,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_071,C2H6,284.4,5.2,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_072,C2H6,285.9,6.3,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_073,C2H6,287.1,7.4,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_maekawa2001_c2c4_074,C2H6,288.1,8.4,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 90.2% CH4) -- NO composition printed, NOT a solubility"
C2H6_tian2004_c2c4_001,C2H6,623.0,73.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,tian2004_c2c4,Tian et al. (2004),synthetic_visual,from_compilation,,0.78,mole fraction water on the phase boundary (Vm= ) -- NOT a dilute solubility
CH4_kastanidis2016_ch4_001,CH4,282.7,7.04,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2016_ch4,"Kastanidis, Romanos, Michalis, Economou, Stubos & Tsimpanogiannis (2016)",chromatography,,hydrate,0.00197 ± 0.00019,"X (mole fraction CH4 in H2O, Table 3 heading 'X (mole fraction)')"
CH4_kastanidis2016_ch4_002,CH4,280.0,5.36,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2016_ch4,"Kastanidis, Romanos, Michalis, Economou, Stubos & Tsimpanogiannis (2016)",chromatography,,hydrate,0.00184 ± 0.00019,"X (mole fraction CH4 in H2O, Table 3 heading 'X (mole fraction)')"
CH4_kastanidis2016_ch4_003,CH4,282.5,7.07,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,kastanidis2016_ch4,"Kastanidis, Romanos, Michalis, Economou, Stubos & Tsimpanogiannis (2016)",chromatography,,hydrate,0.00194 ± 0.00018,"X (mole fraction CH4 in H2O, Table 3 heading 'X (mole fraction)')"
CH4_kraderfranck1987_ch4_001,CH4,668.0,44.7,total,NaCl,0.101862,,0.101862,0.101862,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,12.65,"mol% CH4 (fixed composition of this isopleth; H2O=87.19 mol%, NaCl=0.160 mol%)"
CH4_kraderfranck1987_ch4_002,CH4,653.0,44.6,total,NaCl,0.101862,,0.101862,0.101862,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,12.65,"mol% CH4 (fixed composition of this isopleth; H2O=87.19 mol%, NaCl=0.160 mol%)"
CH4_kraderfranck1987_ch4_003,CH4,644.0,48.0,total,NaCl,0.101862,,0.101862,0.101862,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,12.65,"mol% CH4 (fixed composition of this isopleth; H2O=87.19 mol%, NaCl=0.160 mol%)"
